6754|masculine,slightly young,tensed,clear,intellectual,refreshing,calm
8625|slightly gender-neutral,adult-like,calm
2093|masculine,slightly young,slightly calm
5949|very feminine,slightly adult-like,calm,elegant
1171|slightly feminine,adult-like,slightly halting,slightly calm
4243|masculine,slightly adult-like,fluent,cool,calm
3119|slightly feminine,slightly young,clear,slightly intense,sharp
4294|slightly feminine,adult-like,very calm,kind
7246|feminine,very young,weak,raspy,slightly cute,kind,modest,light
625|very masculine,middle-aged,thick,intellectual,calm,slightly mature,elegant
1094|masculine,slightly adult-like,clear,intellectual,calm
8119|very masculine,middle-aged,slightly thick,intellectual,calm,mature,reassuring
2122|very masculine,very adult-like,cool,calm,elegant
2137|masculine,adult-like,fluent,intellectual,kind
39|very feminine,slightly young,intellectual,elegant,kind
7467|slightly gender-neutral,young,calm
4122|very masculine,adult-like,fluent,intellectual,calm,slightly mature,elegant
922|masculine,adult-like,fluent,intellectual
8367|masculine,adult-like,fluent,cool,slightly elegant
3168|masculine,very adult-like,slightly halting,calm,slightly reassuring,slightly modest
672|very masculine,adult-like,very unique,intense
7096|masculine,tensed,powerful,very fluent,slightly refreshing,slightly unique,lively,slightly intense
7492|feminine,adult-like,fluent,calm,slightly elegant,slightly modest
7169|masculine,adult-like,tensed,slightly powerful,fluent,refreshing,lively
3698|gender-neutral,adult-like,slightly weak,soft,very calm,reassuring,kind
3553|very masculine,middle-aged,slightly muffled,sincere,slightly mature,kind
6313|slightly gender-neutral,very adult-like,fluent,intellectual,slightly elegant
6499|masculine,adult-like,soft,calm,friendly,reassuring,kind
7105|feminine,young,tensed,clear,calm,kind
895|very masculine,very adult-like,intellectual,slightly mature,slightly wild
4699|masculine,very adult-like,slightly fluent,calm,reassuring,kind
3482|gender-neutral,slightly adult-like,tensed,clear,intellectual,calm,slightly sexy
4063|slightly feminine,slightly adult-like,clear,refreshing,slightly calm,friendly,kind
1331|masculine,very adult-like,slightly tensed,slightly powerful,refreshing,slightly kind
5561|slightly gender-neutral,slightly middle-aged,tensed,clear,calm,elegant
5002|masculine,very adult-like,relaxed,weak,slightly raspy,sincere,calm,kind
6267|masculine,slightly young,tensed,clear,slightly refreshing,sincere,friendly
6636|masculine,slightly old,slightly muffled,slightly raspy,slightly calm,slightly mature
5304|slightly masculine,adult-like,tensed,clear,refreshing,friendly,lively
6747|masculine,very adult-like,slightly weak,soft,slightly halting,sincere,calm,slightly sweet,kind
6557|slightly gender-neutral,slightly young,slightly muffled,calm,kind,slightly modest
1772|masculine,very adult-like,slightly halting,refreshing,friendly,lively
8131|masculine,adult-like,soft,reassuring,slightly modest
1382|feminine,slightly young,slightly weak,soft,calm,kind,modest
2882|feminine,soft,calm,sweet,kind
6126|masculine,very adult-like,cool,intellectual,sincere,elegant
7555|feminine,adult-like,clear,fluent,intellectual,slightly elegant
5405|slightly feminine,adult-like,fluent,sincere,calm
4345|very masculine,middle-aged,slightly thick,calm,slightly mature,reassuring,sexy,slightly sweet
4734|masculine,adult-like,clear,refreshing,friendly,reassuring,elegant
5442|feminine,slightly adult-like,soft,calm,slightly kind
3738|feminine,slightly adult-like,slightly tensed,clear,calm,reassuring,slightly elegant
3895|masculine,adult-like,clear,fluent,sincere,slightly elegant,slightly sweet
964|masculine,adult-like,clear,slightly refreshing,sincere,slightly sweet
6368|masculine,slightly middle-aged,slightly thick,slightly mature,elegant
3679|feminine,slightly adult-like,fluent,sexy,sweet
6773|very masculine,very adult-like,tensed,very clear,refreshing,lively
1649|feminine,adult-like,soft,intellectual,slightly elegant
6054|feminine,adult-like,fluent,intellectual,slightly friendly
3733|slightly feminine,adult-like,intellectual,calm,slightly elegant,slightly sweet
1336|very masculine,very adult-like,refreshing,slightly sexy
2999|masculine,adult-like,slightly weak,slightly muffled,calm,reassuring,slightly sweet,kind
2618|masculine,adult-like,tensed,very clear,refreshing,friendly,lively
501|masculine,slightly middle-aged,soft,slightly muffled,sincere,calm,reassuring,slightly sweet,kind
533|slightly feminine,slightly adult-like,slightly tensed,clear,fluent,friendly,slightly sweet
5538|feminine,adult-like,calm,elegant
1750|feminine,slightly young,slightly bright,fluent,refreshing,lively
3654|masculine,adult-like,fluent,cool,intellectual,elegant,slightly sweet
3080|gender-neutral,slightly young,slightly halting,calm,slightly modest
7561|masculine,slightly adult-like,tensed,slightly powerful,fluent,refreshing,slightly unique,lively
1695|slightly gender-neutral,adult-like,fluent,intellectual,calm,slightly sexy
960|gender-neutral,slightly young,slightly clear,fluent,refreshing,calm,friendly,kind
1363|feminine,middle-aged,calm,reassuring,slightly elegant
489|feminine,slightly young,slightly clear,fluent,refreshing,calm,slightly lively
5910|masculine,slightly adult-like,fluent,cool,slightly refreshing,slightly calm,slightly sweet
8394|masculine,slightly middle-aged,slightly muffled,very calm,slightly mature,reassuring,slightly modest
3852|feminine,slightly young,clear,fluent,slightly intellectual,refreshing,slightly lively
2562|masculine,very adult-like,slightly dark,calm,reassuring,elegant,sweet,kind
3500|feminine,slightly adult-like,tensed,clear,fluent,refreshing,slightly elegant,slightly lively
6467|masculine,slightly middle-aged,slightly weak,hard,slightly halting,kind,modest,slightly light
2654|masculine,adult-like,slightly soft,slightly clear,slightly intellectual,refreshing,kind
593|masculine,slightly adult-like,tensed,clear,intellectual,reassuring
466|gender-neutral,slightly dark,soft,calm,reassuring,sweet,slightly kind
8590|very masculine,slightly old,slightly relaxed,slightly weak,slightly muffled,calm,mature,reassuring,kind,slightly modest
1825|feminine,young,slightly weak,clear,slightly cute,refreshing,slightly sweet,slightly lively,kind,slightly modest
2568|gender-neutral,young,relaxed,soft,muffled,slightly raspy,calm,kind,modest,slightly light
5463|masculine,adult-like,tensed,fluent,intellectual,refreshing,calm,slightly elegant
6009|masculine,adult-like,slightly soft,slightly fluent,sincere,calm
2544|feminine,middle-aged,slightly relaxed,soft,muffled,calm,reassuring,elegant,slightly modest
1863|feminine,slightly young,slightly tensed,slightly soft,slightly calm,slightly friendly
777|very masculine,adult-like,slightly clear,cool,intellectual,slightly sexy
5328|very masculine,slightly old,slightly thick,slightly muffled,calm,mature,elegant,slightly sweet
7839|gender-neutral,slightly young,tensed,slightly clear,refreshing,slightly friendly
6733|feminine,slightly middle-aged,slightly powerful,clear,slightly sexy,slightly sharp
444|feminine,young,slightly weak,slightly soft,cute,calm,friendly,kind,modest
7540|very masculine,slightly old,thick,intellectual,sincere,very calm,mature,slightly wild,slightly kind
8066|masculine,adult-like
4520|feminine,tensed,slightly bright,clear,slightly unique,slightly lively
4957|feminine,adult-like,fluent,slightly cool,intellectual,slightly sexy
7991|masculine,adult-like,slightly relaxed,weak,slightly fluent,cool,calm,reassuring,sweet
2401|gender-neutral,slightly adult-like,slightly calm,friendly,kind
1152|gender-neutral,adult-like
6070|slightly gender-neutral,slightly adult-like,slightly relaxed,weak,slightly dark,slightly muffled,reassuring,slightly kind,slightly modest
7315|slightly feminine,young,slightly tensed,slightly bright,cute,refreshing,slightly lively
4379|masculine,adult-like,slightly tensed,intellectual,refreshing,slightly sexy
6088|feminine,slightly adult-like,slightly relaxed,soft,slightly cute,calm,friendly
5139|feminine,very adult-like,slightly muffled,fluent,friendly,reassuring,sweet
4295|masculine,adult-like,cool,sweet
4077|masculine,very adult-like,slightly thick,fluent,intellectual,slightly mature,friendly,slightly elegant
5720|feminine,slightly adult-like,tensed,clear,refreshing,slightly lively
5012|slightly feminine,slightly adult-like,slightly soft,slightly muffled,friendly,reassuring
253|masculine,adult-like,cool,sincere,calm,reassuring,sexy,sweet
803|masculine,adult-like,intellectual,sincere,slightly calm,reassuring,elegant,slightly sweet
4148|masculine,adult-like,slightly clear,slightly fluent,sincere,friendly,slightly kind
5918|masculine,slightly middle-aged,sincere,calm,slightly mature,elegant
3417|masculine,slightly muffled,slightly raspy,sexy,sweet
238|feminine,slightly adult-like,intellectual,friendly,slightly elegant,slightly sweet
3100|masculine,adult-like,intellectual,calm,slightly mature,slightly sweet
